Tanggal;Produk;Qty Laku;Keterangan
27/09/2024;Roti Bakar Bu Yuni;8;0
27/09/2024;Spicy Roll Mbak Keyla;5;0
27/09/2024;Steam Boot Mbak Cece;9;0
27/09/2024;Tahu Mercon Bu Mud;30;0
27/09/2024;Tempura Bu Poetoe;15;0
30/09/2024;All Variant Roti Coklat Bu Irene;2;0
30/09/2024;All Variant Roti Sosis Bu Irene;11;0
30/09/2024;Basreng Pak Eko;40;0
30/09/2024;Kentang Goreng Ori Bu Poetoe;19;0
30/09/2024;Kerupuk Iteng Pak Eko;80;0
30/09/2024;Kerupuk Kaca Pak Eko;100;0
30/09/2024;Kerupuk Palembang Pak Eko;30;0
30/09/2024;Kerupuk Usus Bu Indah;25;0
30/09/2024;Krim Coklat Vanilla II Sari Roti;1;0
30/09/2024;Makaroni Besar Bu Indah;35;0
30/09/2024;Manisan Mangga Pak Edi;22;0
30/09/2024;Martabak Bu Mud;3;0
30/09/2024;Pentol Bu Silvya;14;0
30/09/2024;Pisang Coklat Bu Mud;10;0
30/09/2024;Puding Mas Rian;63;0
30/09/2024;Ring Bu Indah;25;0
30/09/2024;Risol Bu Poetoe;25;0
30/09/2024;Roti Bakar Bu Yuni;11;0
30/09/2024;Sand Bluberry II Sari Roti;1;0
30/09/2024;Sand CKT II Sari Roti;15;0
30/09/2024;Sand Keju II Sari Roti;2;0
30/09/2024;Sand Mgr Klsk II Sari Roti;2;0
30/09/2024;Sand Srky Mdn II Sari Roti;1;0
30/09/2024;Sandzup Ckl Sari Roti;6;0
30/09/2024;Sandzup Moc Sari Roti;2;0
30/09/2024;Spicy Roll Mbak Keyla;14;0
30/09/2024;Spiral Bu Indah;25;0
30/09/2024;Steam Boot Mbak Cece;12;0
30/09/2024;Tahu Mercon Bu Mud;38;0
30/09/2024;Zuper Krim Ckt Sari Roti;1;0
30/09/2024;Zuper Krim Keju Sari Roti;1;0
30/09/2024;Zuper Krim Moka Sari Roti;1;0
01/10/2024;All Variant Roti Coklat Bu Irene;2;0
01/10/2024;All Variant Roti Sosis Bu Irene;13;0
01/10/2024;Kentang Goreng Ori Bu Poetoe;17;0
01/10/2024;Manisan Mangga Pak Edi;14;0
01/10/2024;Martabak Bu Mud;5;0
01/10/2024;Nasi Nugget Pak Poso;15;0
01/10/2024;Pentol Bu Silvya;11;0
01/10/2024;Pisang Coklat Bu Mud;5;0
01/10/2024;Puding Mas Rian;66;0
01/10/2024;Risol Bu Poetoe;22;0
01/10/2024;Roti Bakar Bu Yuni;6;0
01/10/2024;Steam Boot Mbak Cece;7;0
01/10/2024;Tahu Mercon Bu Mud;32;0
02/10/2024;All Variant Roti Coklat Bu Irene;1;0
02/10/2024;All Variant Roti Sosis Bu Irene;17;0
02/10/2024;Basreng Pak Eko;60;0
02/10/2024;Kerupuk Iteng Pak Eko;60;0
02/10/2024;Kerupuk Kaca Pak Eko;100;0
02/10/2024;Kerupuk Palembang Pak Eko;40;0
02/10/2024;Manisan Mangga Pak Edi;22;0
02/10/2024;Martabak Bu Mud;5;0
02/10/2024;Nasi Nugget Pak Poso;15;0
02/10/2024;Pentol Bu Silvya;9;0
02/10/2024;Pisang Coklat Bu Mud;5;0
02/10/2024;Puding Mas Rian;70;0
02/10/2024;Risol Bu Poetoe;30;0
02/10/2024;Roti Bakar Bu Yuni;8;0
02/10/2024;Spicy Roll Mbak Keyla;16;0
02/10/2024;Steam Boot Mbak Cece;10;0
02/10/2024;Tahu Mercon Bu Mud;24;0
02/10/2024;Tempura Bu Poetoe;22;0
03/10/2024;All Variant Roti Coklat Bu Irene;3;0
03/10/2024;All Variant Roti Sosis Bu Irene;10;0
03/10/2024;Basreng Pak Eko;80;0
03/10/2024;Kerupuk Kaca Pak Eko;80;0
03/10/2024;Kerupuk Palembang Pak Eko;70;0
03/10/2024;Manisan Mangga Pak Edi;20;0
03/10/2024;Martabak Bu Mud;5;0
03/10/2024;Mentai Mbak Nasya12;5;0
03/10/2024;Nasi Nugget Pak Poso;11;0
03/10/2024;Pentol Bu Silvya;10;0
03/10/2024;Pisang Coklat Bu Mud;5;0
03/10/2024;Puding Mas Rian;69;0
03/10/2024;Risol Bu Poetoe;28;0
03/10/2024;Roti Bakar Bu Yuni;10;0
03/10/2024;Steam Boot Mbak Cece;10;0
03/10/2024;Tahu Mercon Bu Mud;30;0
03/10/2024;Tempura Bu Poetoe;21;0
04/10/2024;All Variant Roti Sosis Bu Irene;5;0
04/10/2024;Kentang Goreng Ori Bu Poetoe;16;0
04/10/2024;Manisan Mangga Pak Edi;10;0
04/10/2024;Martabak Bu Mud;1;0
04/10/2024;Nasi Nugget Pak Poso;10;0
04/10/2024;Pisang Coklat Bu Mud;2;0
04/10/2024;Puding Mas Rian;59;0
04/10/2024;Risol Bu Poetoe;18;0
04/10/2024;Risol Rogout Bu Mud;1;0
04/10/2024;Roti Bakar Bu Yuni;1;0
04/10/2024;Spicy Roll Mbak Keyla;13;0
04/10/2024;Steam Boot Mbak Cece;3;0
04/10/2024;Tahu Mercon Bu Mud;29;0
14/10/2024;All Variant Roti Coklat Bu Irene;3;1
14/10/2024;All Variant Roti Sosis Bu Irene;12;1
14/10/2024;Basreng Pak Eko;80;1
14/10/2024;Kerupuk Kaca Pak Eko;140;1
14/10/2024;Kerupuk Palembang Pak Eko;20;1
14/10/2024;Krim Coklat Vanilla II Sari Roti;2;1
14/10/2024;Manisan Mangga Pak Edi;20;1
14/10/2024;Pentol Bu Silvya;15;1
14/10/2024;Puding Mas Rian;72;1
14/10/2024;Risol Bu Poetoe;35;1
14/10/2024;Sand CKT II Sari Roti;10;1
14/10/2024;Sandzup Ckl Sari Roti;3;1
14/10/2024;Sandzup Moc Sari Roti;3;1
14/10/2024;Spicy Roll Mbak Keyla;15;1
14/10/2024;Tempura Bu Poetoe;22;1
14/10/2024;Zuper Krim Ckt Sari Roti;2;1
14/10/2024;Zuper Krim Keju Sari Roti;3;1
14/10/2024;Zuper Krim Moka Sari Roti;2;1
15/10/2024;All Variant Roti Coklat Bu Irene;2;1
15/10/2024;All Variant Roti Sosis Bu Irene;13;1
15/10/2024;Basreng Pak Eko;100;1
15/10/2024;Kacang Koro Besar Bu Indah;3;1
15/10/2024;Kerupuk Kaca Pak Eko;110;1
15/10/2024;Kerupuk Opak Pedas Besar Bu Indah;4;1
15/10/2024;Kerupuk Usus Bu Indah;38;1
15/10/2024;Krupuk Pisang Besar Bu Indah;2;1
15/10/2024;Makaroni Besar Bu Indah;15;1
15/10/2024;Manisan Mangga Pak Edi;22;1
15/10/2024;Mentai Mbak Nasya12;4;1
15/10/2024;Pentol Bu Silvya;15;1
15/10/2024;Puding Mas Rian;72;1
15/10/2024;Risol Bu Poetoe;32;1
15/10/2024;Roti Bakar Bu Yuni;10;1
15/10/2024;Spicy Roll Mbak Keyla;17;1
15/10/2024;Spiral Bu Indah;50;1
15/10/2024;Sus Kering Original Besar Bu Indah;4;1
15/10/2024;Tempura Bu Poetoe;24;1
16/10/2024;All Variant Roti Coklat Bu Irene;3;0
16/10/2024;All Variant Roti Sosis Bu Irene;15;0
16/10/2024;Kentang Goreng Ori Bu Poetoe;25;0
16/10/2024;Kerupuk Iteng Pak Eko;80;0
16/10/2024;Kerupuk Kaca Pak Eko;100;0
16/10/2024;Kerupuk Palembang Pak Eko;60;0
16/10/2024;Manisan Mangga Pak Edi;20;0
16/10/2024;Mentai Mbak Nasya12;6;0
16/10/2024;Pentol Bu Silvya;15;0
16/10/2024;Puding Mas Rian;56;0
16/10/2024;Risol Bu Poetoe;30;0
16/10/2024;Roti Bakar Bu Yuni;7;0
16/10/2024;Spicy Roll Mbak Keyla;20;0
17/10/2024;All Variant Roti Coklat Bu Irene;3;1
17/10/2024;All Variant Roti Sosis Bu Irene;15;1
17/10/2024;Basreng Pak Eko;70;1
17/10/2024;Dryk Choco Kcng Sari Roti;1;1
17/10/2024;Kerupuk Iteng Pak Eko;70;1
17/10/2024;Kerupuk Palembang Pak Eko;70;1
17/10/2024;Krim Coklat Vanilla II Sari Roti;1;1
17/10/2024;Manisan Mangga Pak Edi;20;1
17/10/2024;Mentai Mbak Nasya12;5;1
17/10/2024;Pentol Bu Silvya;15;1
17/10/2024;Puding Mas Rian;72;1
17/10/2024;Roti Bakar Bu Yuni;10;1
17/10/2024;Sand Bluberry II Sari Roti;1;1
17/10/2024;Sand CKT II Sari Roti;10;1
17/10/2024;Sand Kacang II Sari Roti;1;1
17/10/2024;Sand Mgr Klsk II Sari Roti;1;1
17/10/2024;Sand Srky Mdn II Sari Roti;1;1
17/10/2024;Sandzup Ckl Sari Roti;1;1
17/10/2024;Zuper Krim Ckt Sari Roti;1;1
17/10/2024;Zuper Krim Keju Sari Roti;1;1
17/10/2024;Zuper Krim Moka Sari Roti;1;1
18/10/2024;All Variant Roti Coklat Bu Irene;3;1
18/10/2024;All Variant Roti Sosis Bu Irene;14;1
18/10/2024;Basreng Pak Eko;70;1
18/10/2024;Kerupuk Iteng Pak Eko;40;1
18/10/2024;Kerupuk Kaca Pak Eko;140;1
18/10/2024;Kerupuk Palembang Pak Eko;60;1
18/10/2024;Pentol Bu Silvya;10;1
18/10/2024;Puding Mas Rian;54;1
18/10/2024;Risol Bu Poetoe;28;1
18/10/2024;Roti Bakar Bu Yuni;5;1
18/10/2024;Steam Boot Mbak Cece;13;1
18/10/2024;Tempura Bu Poetoe;18;1
21/10/2024;All Variant Roti Coklat Bu Irene;4;1
21/10/2024;All Variant Roti Sosis Bu Irene;15;1
21/10/2024;Basreng Pak Eko;90;1
21/10/2024;Dryk Choco Kcng Sari Roti;1;1
21/10/2024;Kentang Goreng Ori Bu Poetoe;25;1
21/10/2024;Kerupuk Iteng Pak Eko;50;1
21/10/2024;Kerupuk Kaca Pak Eko;40;1
21/10/2024;Kerupuk Palembang Pak Eko;70;1
21/10/2024;Kerupuk Usus Bu Indah;50;1
21/10/2024;Krim Coklat Vanilla II Sari Roti;1;1
21/10/2024;Makaroni Besar Bu Indah;50;1
21/10/2024;Manisan Mangga Pak Edi;20;1
21/10/2024;Mentai Mbak Nasya12;6;1
21/10/2024;Nasi Nugget Pak Poso;15;1
21/10/2024;Pentol Bu Silvya;15;1
21/10/2024;Puding Mas Rian;60;1
21/10/2024;Ring Bu Indah;25;1
21/10/2024;Risol Bu Poetoe;35;1
21/10/2024;Roti Bakar Bu Yuni;6;1
21/10/2024;Sand Bluberry II Sari Roti;1;1
21/10/2024;Sand CKT II Sari Roti;10;1
21/10/2024;Sand Kacang II Sari Roti;1;1
21/10/2024;Sand Keju II Sari Roti;1;1
21/10/2024;Sand Mgr Klsk II Sari Roti;1;1
21/10/2024;Sandzup Ckl Sari Roti;3;1
21/10/2024;Spicy Roll Mbak Keyla;19;1
21/10/2024;Spiral Bu Indah;50;1
21/10/2024;Steam Boot Mbak Cece;15;1
21/10/2024;Zuper Krim Ckt Sari Roti;1;1
21/10/2024;Zuper Krim Keju Sari Roti;1;1
21/10/2024;Zuper Krim Moka Sari Roti;1;1
22/10/2024;Basreng Pak Eko;90;1
22/10/2024;Kentang Goreng Ori Bu Poetoe;25;1
22/10/2024;Kerupuk Kaca Pak Eko;200;1
22/10/2024;Kerupuk Usus Bu Indah;106;1
22/10/2024;Makaroni Besar Bu Indah;75;1
22/10/2024;Manisan Mangga Pak Edi;20;1
22/10/2024;Martabak Bu Mud;5;1
22/10/2024;Mentai Mbak Nasya12;6;1
22/10/2024;Nasi Nugget Pak Poso;15;1
22/10/2024;Pentol Bu Silvya;17;1
22/10/2024;Pisang Coklat Bu Mud;10;1
22/10/2024;Puding Mas Rian;57;1
22/10/2024;Ring Bu Indah;29;1
22/10/2024;Risol Bu Poetoe;35;1
22/10/2024;Roti Bakar Bu Yuni;10;1
22/10/2024;Spicy Roll Mbak Keyla;19;1
22/10/2024;Steam Boot Mbak Cece;15;1
22/10/2024;Tahu Mercon Bu Mud;40;1
23/10/2024;Basreng Pak Eko;50;1
23/10/2024;Kentang Goreng Ori Bu Poetoe;25;1
23/10/2024;Kerupuk Palembang Pak Eko;60;1
23/10/2024;Kerupuk Usus Bu Indah;25;1
23/10/2024;Makaroni Besar Bu Indah;50;1
23/10/2024;Manisan Mangga Pak Edi;20;1
23/10/2024;Mentai Mbak Nasya12;7;1
23/10/2024;Nasi Nugget Pak Poso;17;1
23/10/2024;Pentol Bu Silvya;16;1
23/10/2024;Pisang Coklat Bu Mud;10;1
23/10/2024;Puding Mas Rian;37;1
23/10/2024;Risol Bu Poetoe;30;1
23/10/2024;Risol Rogout Bu Mud;5;1
23/10/2024;Roti Bakar Bu Yuni;11;1
23/10/2024;Spicy Roll Mbak Keyla;14;1
23/10/2024;Spiral Bu Indah;40;1
23/10/2024;Steam Boot Mbak Cece;12;1
23/10/2024;Tahu Mercon Bu Mud;40;1
24/10/2024;Dryk Keju HKD Sari Roti;1;1
24/10/2024;Kentang Goreng Ori Bu Poetoe;24;1
24/10/2024;Kerupuk Kaca Pak Eko;100;1
24/10/2024;Kerupuk Palembang Pak Eko;40;1
24/10/2024;Manisan Mangga Pak Edi;20;1
24/10/2024;Mentai Mbak Nasya12;10;1
24/10/2024;Nasi Nugget Pak Poso;17;1
24/10/2024;Pentol Bu Silvya;10;1
24/10/2024;Pisang Coklat Bu Mud;10;1
24/10/2024;Puding Mas Rian;45;1
24/10/2024;Risol Bu Poetoe;27;1
24/10/2024;Risol Rogout Bu Mud;5;1
24/10/2024;Roti Bakar Bu Yuni;5;1
24/10/2024;Sand Bluberry II Sari Roti;1;1
24/10/2024;Sand CKT II Sari Roti;10;1
24/10/2024;Sand Kacang II Sari Roti;1;1
24/10/2024;Sand Keju II Sari Roti;1;1
24/10/2024;Sandzup Ckl Sari Roti;2;1
24/10/2024;Spicy Roll Mbak Keyla;20;1
24/10/2024;Steam Boot Mbak Cece;7;1
24/10/2024;Tahu Mercon Bu Mud;40;1
24/10/2024;Zuper Krim Ckt Sari Roti;2;1
24/10/2024;Zuper Krim Moka Sari Roti;2;1
25/10/2024;Basreng Pak Eko;80;1
25/10/2024;Kerupuk Iteng Pak Eko;30;1
25/10/2024;Kerupuk Kaca Pak Eko;90;1
25/10/2024;Manisan Mangga Pak Edi;15;1
25/10/2024;Martabak Bu Mud;4;1
25/10/2024;Mentai Mbak Nasya12;8;1
25/10/2024;Nasi Nugget Pak Poso;13;1
25/10/2024;Pisang Coklat Bu Mud;10;1
25/10/2024;Puding Mas Rian;46;1
25/10/2024;Risol Bu Poetoe;19;1
25/10/2024;Risol Rogout Bu Mud;2;1
25/10/2024;Roti Bakar Bu Yuni;6;1
25/10/2024;Spicy Roll Mbak Keyla;19;1
25/10/2024;Steam Boot Mbak Cece;4;1
25/10/2024;Tahu Mercon Bu Mud;35;1
25/10/2024;Tempura Bu Poetoe;20;1
28/10/2024;Basreng Pak Eko;80;1
28/10/2024;Kentang Goreng Ori Bu Poetoe;25;1
28/10/2024;Kerupuk Iteng Pak Eko;20;1
28/10/2024;Kerupuk Kaca Pak Eko;100;1
28/10/2024;Kerupuk Usus Bu Indah;25;1
28/10/2024;Krim Coklat Vanilla II Sari Roti;2;1
28/10/2024;Makaroni Besar Bu Indah;50;1
28/10/2024;Manisan Mangga Pak Edi;15;1
28/10/2024;Martabak Bu Mud;5;1
28/10/2024;Nasi Nugget Pak Poso;15;1
28/10/2024;Pentol Bu Silvya;15;1
28/10/2024;Pisang Coklat Bu Mud;10;1
28/10/2024;Puding Mas Rian;46;1
28/10/2024;Risol Bu Poetoe;14;1
28/10/2024;Roti Bakar Bu Yuni;6;1
28/10/2024;Salad Buah Bu Mud;10;1
28/10/2024;Sand Bluberry II Sari Roti;1;1
28/10/2024;Sand CKT II Sari Roti;5;1
28/10/2024;Sand Kacang II Sari Roti;2;1
28/10/2024;Sand Keju II Sari Roti;1;1
28/10/2024;Sand Mgr Klsk II Sari Roti;2;1
28/10/2024;Sand Srky Mdn II Sari Roti;1;1
28/10/2024;Sandzup Ckl Sari Roti;1;1
28/10/2024;Sosis Bu Win;15;1
28/10/2024;Spicy Roll Mbak Keyla;20;1
28/10/2024;Spiral Bu Indah;25;1
28/10/2024;Steam Boot Mbak Cece;10;1
28/10/2024;Tahu Mercon Bu Mud;37;1
28/10/2024;Zuper Krim Ckt Sari Roti;2;1
28/10/2024;Zuper Krim Keju Sari Roti;1;1
29/10/2024;Kentang Goreng Ori Bu Poetoe;17;1
29/10/2024;Manisan Mangga Pak Edi;16;1
29/10/2024;Martabak Bu Mud;5;1
29/10/2024;Mentai Mbak Nasya12;9;1
29/10/2024;Pentol Bu Silvya;14;1
29/10/2024;Pisang Coklat Bu Mud;10;1
29/10/2024;Puding Mas Rian;33;1
29/10/2024;Risol Bu Poetoe;20;1
29/10/2024;Roti Bakar Bu Yuni;4;1
29/10/2024;Salad Buah Bu Mud;10;1
29/10/2024;Sosis Bu Win;17;1
29/10/2024;Spicy Roll Mbak Keyla;14;1
29/10/2024;Steam Boot Mbak Cece;10;1
29/10/2024;Tahu Mercon Bu Mud;39;1
30/10/2024;Basreng Pak Eko;90;1
30/10/2024;Kentang Goreng Ori Bu Poetoe;20;1
30/10/2024;Kerupuk Iteng Pak Eko;40;1
30/10/2024;Kerupuk Kaca Pak Eko;90;1
30/10/2024;Kerupuk Opak Pedas Besar Bu Indah;2;1
30/10/2024;Kerupuk Usus Bu Indah;8;1
30/10/2024;Krupuk Pisang Besar Bu Indah;3;1
30/10/2024;Manisan Mangga Pak Edi;17;1
30/10/2024;Martabak Bu Mud;4;1
30/10/2024;Mentai Mbak Nasya12;3;1
30/10/2024;Nasi Nugget Pak Poso;17;1
30/10/2024;Pentol Bu Silvya;11;1
30/10/2024;Pisang Coklat Bu Mud;10;1
30/10/2024;Puding Mas Rian;31;1
30/10/2024;Risol Bu Poetoe;18;1
30/10/2024;Roti Bakar Bu Yuni;7;1
30/10/2024;Salad Buah Bu Mud;10;1
30/10/2024;Sosis Bu Win;8;1
30/10/2024;Spicy Roll Mbak Keyla;26;1
30/10/2024;Steam Boot Mbak Cece;6;1
30/10/2024;Sus Kering Original Besar Bu Indah;3;1
30/10/2024;Tahu Mercon Bu Mud;40;1
31/10/2024;Basreng Pak Eko;20;1
31/10/2024;Kentang Goreng Ori Bu Poetoe;20;1
31/10/2024;Kerupuk Kaca Pak Eko;100;1
31/10/2024;Krim Coklat Vanilla II Sari Roti;1;1
31/10/2024;Manisan Mangga Pak Edi;11;1
31/10/2024;Martabak Bu Mud;5;1
31/10/2024;Mentai Mbak Nasya12;9;1
31/10/2024;Nasi Nugget Pak Poso;17;1
31/10/2024;Pentol Bu Silvya;10;1
31/10/2024;Pisang Coklat Bu Mud;8;1
31/10/2024;Puding Mas Rian;33;1
31/10/2024;Risol Bu Poetoe;11;1
31/10/2024;Roti Bakar Bu Yuni;3;1
31/10/2024;Salad Buah Bu Mud;10;1
31/10/2024;Sand Bluberry II Sari Roti;1;1
31/10/2024;Sand CKT II Sari Roti;12;1
31/10/2024;Sand Kacang II Sari Roti;1;1
31/10/2024;Sand Keju II Sari Roti;1;1
31/10/2024;Sand Mgr Klsk II Sari Roti;1;1
31/10/2024;Sand Srky Mdn II Sari Roti;1;1
31/10/2024;Sandzup Ckl Sari Roti;6;1
31/10/2024;Sosis Bu Win;8;1
31/10/2024;Spicy Roll Mbak Keyla;13;1
31/10/2024;Steam Boot Mbak Cece;5;1
31/10/2024;Tahu Mercon Bu Mud;40;1
31/10/2024;Zuper Krim Ckt Sari Roti;1;1
31/10/2024;Zuper Krim Keju Sari Roti;2;1
31/10/2024;Zuper Krim Moka Sari Roti;2;1
01/11/2024;Basreng Pak Eko;40;0
01/11/2024;Kentang Goreng Ori Bu Poetoe;16;0
01/11/2024;Kerupuk Iteng Pak Eko;40;0
01/11/2024;Kerupuk Kaca Pak Eko;90;0
01/11/2024;Martabak Bu Mud;5;0
01/11/2024;Nasi Nugget Pak Poso;8;0
01/11/2024;Pentol Bu Silvya;7;0
01/11/2024;Pisang Coklat Bu Mud;10;0
01/11/2024;Puding Mas Rian;27;0
01/11/2024;Risol Bu Poetoe;15;0
01/11/2024;Roti Bakar Bu Yuni;3;0
01/11/2024;Spicy Roll Mbak Keyla;25;0
01/11/2024;Tahu Mercon Bu Mud;23;0
04/11/2024;Basreng Pak Eko;40;1
04/11/2024;Kerupuk Iteng Pak Eko;90;1
04/11/2024;Kerupuk Kaca Pak Eko;40;1
04/11/2024;Kerupuk Palembang Pak Eko;30;1
04/11/2024;Kerupuk Usus Bu Indah;50;1
04/11/2024;Krim Coklat Vanilla II Sari Roti;1;1
04/11/2024;Makaroni Besar Bu Indah;50;1
04/11/2024;Manisan Mangga Pak Edi;16;1
04/11/2024;Martabak Bu Mud;5;1
04/11/2024;Mentai Mbak Nasya12;6;1
04/11/2024;Nasi Nugget Pak Poso;17;1
04/11/2024;Pentol Bu Silvya;16;1
04/11/2024;Pisang Coklat Bu Mud;10;1
04/11/2024;Puding Mas Rian;35;1
04/11/2024;Risol Bu Poetoe;28;1
04/11/2024;Risol Rogout Bu Mud;5;1
04/11/2024;Roti Bakar Bu Yuni;7;1
04/11/2024;Salad Buah Bu Mud;6;1
04/11/2024;Sand CKT II Sari Roti;13;1
04/11/2024;Sand Kacang II Sari Roti;2;1
04/11/2024;Sand Keju II Sari Roti;2;1
04/11/2024;Sand Mgr Klsk II Sari Roti;1;1
04/11/2024;Sand Srky Mdn II Sari Roti;2;1
04/11/2024;Sandzup Ckl Sari Roti;2;1
04/11/2024;Sosis Bu Win;12;1
04/11/2024;Spicy Roll Mbak Keyla;25;1
04/11/2024;Spiral Bu Indah;25;1
04/11/2024;Steam Boot Mbak Cece;9;1
04/11/2024;Tahu Mercon Bu Mud;45;1
04/11/2024;Tempura Bu Poetoe;20;1
04/11/2024;Zuper Krim Ckt Sari Roti;5;1
04/11/2024;Zuper Krim Keju Sari Roti;3;1
04/11/2024;Zuper Krim Moka Sari Roti;7;1
05/11/2024;Basreng Pak Eko;80;1
05/11/2024;Kerupuk Iteng Pak Eko;40;1
05/11/2024;Kerupuk Kaca Pak Eko;100;1
05/11/2024;Kerupuk Palembang Pak Eko;30;1
05/11/2024;Kerupuk Usus Bu Indah;50;1
05/11/2024;Makaroni Besar Bu Indah;25;1
05/11/2024;Manisan Mangga Pak Edi;8;1
05/11/2024;Martabak Bu Mud;5;1
05/11/2024;Mentai Mbak Nasya12;8;1
05/11/2024;Nasi Nugget Pak Poso;15;1
05/11/2024;Pentol Bu Silvya;19;1
05/11/2024;Pisang Coklat Bu Mud;8;1
05/11/2024;Puding Mas Rian;35;1
05/11/2024;Roti Bakar Bu Yuni;6;1
05/11/2024;Salad Buah Bu Mud;8;1
05/11/2024;Sosis Bu Win;12;1
05/11/2024;Spicy Roll Mbak Keyla;28;1
05/11/2024;Steam Boot Mbak Cece;12;1
05/11/2024;Tahu Mercon Bu Mud;39;1
06/11/2024;Basreng Pak Eko;80;1
06/11/2024;Kerupuk Kaca Pak Eko;120;1
06/11/2024;Kerupuk Palembang Pak Eko;50;1
06/11/2024;Mentai Mbak Nasya12;12;1
06/11/2024;Nasi Nugget Pak Poso;10;1
06/11/2024;Pentol Bu Silvya;11;1
06/11/2024;Puding Mas Rian;36;1
06/11/2024;Roti Bakar Bu Yuni;8;1
06/11/2024;Salad Buah Bu Mud;10;1
06/11/2024;Sosis Bu Win;13;1
06/11/2024;Spicy Roll Mbak Keyla;30;1
06/11/2024;Steam Boot Mbak Cece;8;1
07/11/2024;Kerupuk Iteng Pak Eko;90;1
07/11/2024;Kerupuk Kaca Pak Eko;90;1
07/11/2024;Kerupuk Palembang Pak Eko;40;1
07/11/2024;Krim Coklat Vanilla II Sari Roti;2;1
07/11/2024;Manisan Mangga Pak Edi;20;1
07/11/2024;Mentai Mbak Nasya12;13;1
07/11/2024;Nasi Nugget Pak Poso;15;1
07/11/2024;Pentol Bu Silvya;15;1
07/11/2024;Puding Mas Rian;36;1
07/11/2024;Roti Bakar Bu Yuni;8;1
07/11/2024;Salad Buah Bu Mud;6;1
07/11/2024;Sand Bluberry II Sari Roti;1;1
07/11/2024;Sand CKT II Sari Roti;10;1
07/11/2024;Sand Kacang II Sari Roti;1;1
07/11/2024;Sand Keju II Sari Roti;1;1
07/11/2024;Sand Mgr Klsk II Sari Roti;1;1
07/11/2024;Sand Srky Mdn II Sari Roti;1;1
07/11/2024;Sandzup Ckl Sari Roti;3;1
07/11/2024;Sosis Bu Win;11;1
07/11/2024;Spicy Roll Mbak Keyla;27;1
07/11/2024;Steam Boot Mbak Cece;15;1
07/11/2024;Zuper Krim Ckt Sari Roti;5;1
07/11/2024;Zuper Krim Keju Sari Roti;2;1
07/11/2024;Zuper Krim Moka Sari Roti;4;1
08/11/2024;Basreng Pak Eko;40;0
08/11/2024;Kerupuk Kaca Pak Eko;130;0
08/11/2024;Manisan Mangga Pak Edi;10;0
08/11/2024;Mentai Mbak Nasya12;10;0
08/11/2024;Nasi Nugget Pak Poso;10;0
08/11/2024;Pentol Bu Silvya;11;0
08/11/2024;Puding Mas Rian;36;0
08/11/2024;Roti Bakar Bu Yuni;6;0
08/11/2024;Salad Buah Bu Mud;10;0
08/11/2024;Sosis Bu Win;12;0
08/11/2024;Spicy Roll Mbak Keyla;8;0
08/11/2024;Steam Boot Mbak Cece;14;0
11/11/2024;All Variant Roti Coklat Bu Irene;4;1
11/11/2024;All Variant Roti Sosis Bu Irene;10;1
11/11/2024;Kerupuk Iteng Pak Eko;100;1
11/11/2024;Kerupuk Palembang Pak Eko;30;1
11/11/2024;Manisan Mangga Pak Edi;15;1
11/11/2024;Martabak Bu Mud;10;1
11/11/2024;Nasi Nugget Pak Poso;17;1
11/11/2024;Pentol Bu Silvya;16;1
11/11/2024;Pisang Coklat Bu Mud;10;1
11/11/2024;Puding Mas Rian;34;1
11/11/2024;Roti Bakar Bu Yuni;5;1
11/11/2024;Salad Buah Bu Mud;7;1
11/11/2024;Sand Bluberry II Sari Roti;1;1
11/11/2024;Sand CKT II Sari Roti;10;1
11/11/2024;Sand Keju II Sari Roti;1;1
11/11/2024;Sandzup Ckl Sari Roti;2;1
11/11/2024;Sosis Bu Win;15;1
11/11/2024;Spicy Roll Mbak Keyla;31;1
11/11/2024;Steam Boot Mbak Cece;10;1
11/11/2024;Tahu Mercon Bu Mud;45;1
11/11/2024;Zuper Krim Ckt Sari Roti;1;1
11/11/2024;Zuper Krim Keju Sari Roti;1;1
11/11/2024;Zuper Krim Moka Sari Roti;4;1
12/11/2024;All Variant Roti Coklat Bu Irene;2;1
12/11/2024;All Variant Roti Sosis Bu Irene;5;1
12/11/2024;Basreng Pak Eko;60;1
12/11/2024;Kerupuk Iteng Pak Eko;90;1
12/11/2024;Kerupuk Kaca Pak Eko;100;1
12/11/2024;Kerupuk Usus Bu Indah;25;1
12/11/2024;Makaroni Besar Bu Indah;75;1
12/11/2024;Manisan Mangga Pak Edi;10;1
12/11/2024;Martabak Bu Mud;5;1
12/11/2024;Mentai Mbak Nasya12;13;1
12/11/2024;Nasi Nugget Pak Poso;17;1
12/11/2024;Pentol Bu Silvya;18;1
12/11/2024;Pisang Coklat Bu Mud;10;1
12/11/2024;Puding Mas Rian;36;1
12/11/2024;Risol Bu Poetoe;18;1
12/11/2024;Risol Rogout Bu Mud;5;1
12/11/2024;Roti Bakar Bu Yuni;3;1
12/11/2024;Sosis Bu Win;21;1
12/11/2024;Spicy Roll Mbak Keyla;27;1
12/11/2024;Spiral Bu Indah;25;1
12/11/2024;Tahu Mercon Bu Mud;45;1
12/11/2024;Tempura Bu Poetoe;22;1
13/11/2024;Kentang Goreng Ori Bu Poetoe;22;1
13/11/2024;Kerupuk Iteng Pak Eko;80;1
13/11/2024;Kerupuk Kaca Pak Eko;50;1
